Year,Product,Element,Value_Sum,Value_Mean,Nb_Observations,Data_Source,Precip_Total_mm,Temp_Mean_C,Humidity_Pct,Wind_Speed_ms,Solar_Radiation,Precip_Autumn_mm,Precip_Winter_mm,Precip_Spring_mm,Dry_Year,Winter_Spring_Deficit,Thermal_Amplitude,Spring_Rain_Ratio,Crop_Type,Crop_Type_FR,Value_Mean_Log,Crop_Type_Code,Superficie_ha
2013,Haricots verts,Rendement,25125.2,25125.2,1,FAOSTAT,751.847,13.848,70.056,3.47,15.955,308.228,181.024,262.594,0,-81.57,10.5,0.349,Vegetable,Légumes,10.131666405414878,5,6156.0
2014,Haricots verts,Rendement,26328.3,26328.3,1,FAOSTAT,411.708,14.76,63.826,3.218,16.752,95.501,218.52,97.686,0,120.83,11.69,0.237,Vegetable,Légumes,10.178437666493199,5,5626.0
2015,Haricots verts,Rendement,27894.8,27894.8,1,FAOSTAT,574.21,14.656,67.944,3.236,16.093,226.161,219.706,128.342,0,91.36,10.8,0.224,Vegetable,Légumes,10.236231418843122,5,5222.0
2016,Haricots verts,Rendement,30612.6,30612.6,1,FAOSTAT,322.52,15.034,60.59,3.12,16.545,52.394,121.514,148.612,0,-27.1,11.76,0.461,Vegetable,Légumes,10.329199633648738,5,4627.0
2017,Haricots verts,Rendement,29443.9,29443.9,1,FAOSTAT,456.671,15.194,63.822,3.184,16.444,149.992,251.342,55.337,0,196.0,11.59,0.121,Vegetable,Légumes,10.290275999210568,5,5742.0
2018,Haricots verts,Rendement,24827.6,24827.6,1,FAOSTAT,677.38,13.94,63.772,3.358,15.875,61.944,256.73,358.707,0,-101.98,11.04,0.53,Vegetable,Légumes,10.11975149350544,5,6284.0
2019,Haricots verts,Rendement,19924.7,19924.7,1,FAOSTAT,456.138,14.738,63.946,3.115,16.949,275.251,80.834,100.052,0,-19.22,11.63,0.219,Vegetable,Légumes,9.89976563478535,5,6019.0
2020,Haricots verts,Rendement,18825.5,18825.5,1,FAOSTAT,449.766,15.37,62.742,3.135,16.55,96.276,98.408,255.082,0,-156.67,11.64,0.567,Vegetable,Légumes,9.843020730768611,5,5813.0
2021,Haricots verts,Rendement,20802.6,20802.6,1,FAOSTAT,574.182,15.029,67.006,3.132,16.193,61.042,315.604,197.536,0,118.07,11.07,0.344,Vegetable,Légumes,9.942881327636403,5,6130.0
2022,Haricots verts,Rendement,28443.1,28443.1,1,FAOSTAT,301.098,15.558,60.052,3.178,16.638,52.745,66.528,181.824,0,-115.3,12.09,0.604,Vegetable,Légumes,10.255696036677161,5,7019.0
2023,Haricots verts,Rendement,22755.0,22755.0,1,FAOSTAT,297.516,16.78,58.288,3.218,16.645,35.675,199.638,62.204,0,137.43,12.09,0.209,Vegetable,Légumes,10.032584125870539,5,8683.0
2024,Haricots verts,Rendement,20259.9,20259.9,1,FAOSTAT,293.924,16.85,55.654,3.366,16.714,59.371,107.34,127.212,0,-19.87,12.46,0.433,Vegetable,Légumes,9.916448199323428,5,8397.0
1981,Lentilles secs,Rendement,139.4,139.4,1,FAOSTAT,260.733,12.518,63.298,3.177,16.679,0.0,110.718,150.015,0,-39.3,13.05,0.575,Legume,Légumineuses,4.944495491591711,3,34000.0
1982,Lentilles secs,Rendement,646.3,646.3,1,FAOSTAT,642.459,14.082,62.523,3.207,16.679,14.881,320.081,307.497,0,12.58,12.07,0.479,Legume,Légumineuses,6.472809865551464,3,39100.0
1983,Lentilles secs,Rendement,407.1,407.1,1,FAOSTAT,421.43,12.903,62.176,3.225,16.679,126.395,211.019,84.016,0,127.0,12.5,0.199,Legume,Légumineuses,6.01151224241176,3,78600.0
1984,Lentilles secs,Rendement,363.4,363.4,1,FAOSTAT,445.702,13.282,62.757,3.333,16.679,85.027,119.135,241.54,0,-122.4,12.26,0.542,Legume,Légumineuses,5.898252165385803,3,67500.0
1985,Lentilles secs,Rendement,526.9,526.9,1,FAOSTAT,352.177,13.061,59.696,3.557,15.368,100.616,125.856,125.705,0,0.15,13.02,0.357,Legume,Légumineuses,6.268906871829571,3,87700.0
1986,Lentilles secs,Rendement,812.5,812.5,1,FAOSTAT,456.951,13.288,63.825,3.45,15.187,79.966,220.048,156.937,0,63.11,12.09,0.343,Legume,Légumineuses,6.7013459266590925,3,85600.0
1987,Lentilles secs,Rendement,397.8,397.8,1,FAOSTAT,540.906,13.827,63.002,3.18,15.392,128.107,382.567,30.232,0,352.34,12.43,0.056,Legume,Légumineuses,5.988460038087683,3,89600.0
1988,Lentilles secs,Rendement,780.5,780.5,1,FAOSTAT,512.023,13.249,67.442,3.155,15.162,164.666,237.282,110.075,0,127.21,11.87,0.215,Legume,Légumineuses,6.6612151498615315,3,65200.0
1989,Lentilles secs,Rendement,385.0,385.0,1,FAOSTAT,477.561,13.186,61.522,3.366,15.327,113.691,121.19,242.68,0,-121.49,12.45,0.508,Legume,Légumineuses,5.955837369464831,3,57900.0
1990,Lentilles secs,Rendement,584.1,584.1,1,FAOSTAT,534.992,14.392,64.339,3.273,15.654,142.053,176.866,216.073,0,-39.21,12.23,0.404,Legume,Légumineuses,6.37178277279419,3,56700.0
1991,Lentilles secs,Rendement,1074.6,1074.6,1,FAOSTAT,615.374,12.37,67.627,3.27,15.234,95.749,259.158,260.467,0,-1.31,11.67,0.423,Legume,Légumineuses,6.980633924394709,3,47600.0
1992,Lentilles secs,Rendement,441.3,441.3,1,FAOSTAT,385.263,13.115,59.47,3.369,15.888,57.729,78.916,248.618,0,-169.7,12.58,0.645,Legume,Légumineuses,6.0919883848742815,3,43300.0
1993,Lentilles secs,Rendement,204.6,204.6,1,FAOSTAT,375.342,12.561,60.502,3.252,15.641,80.403,98.966,195.973,0,-97.01,12.81,0.522,Legume,Légumineuses,5.32593253358101,3,41100.0
1994,Lentilles secs,Rendement,845.7,845.7,1,FAOSTAT,461.81,12.724,66.098,3.318,15.647,167.345,228.346,66.119,0,162.23,12.25,0.143,Legume,Légumineuses,6.741346440648232,3,42200.0
1995,Lentilles secs,Rendement,173.7,173.7,1,FAOSTAT,299.389,14.315,58.68,3.126,16.333,87.697,51.437,160.255,0,-108.82,13.12,0.535,Legume,Légumineuses,5.163070217140011,3,46800.0
1996,Lentilles secs,Rendement,736.8,736.8,1,FAOSTAT,744.292,13.712,67.396,3.533,14.665,74.011,408.625,261.656,0,146.97,11.22,0.352,Legume,Légumineuses,6.603672785162575,3,48700.0
1997,Lentilles secs,Rendement,494.8,494.8,1,FAOSTAT,603.769,14.019,64.167,3.364,16.241,47.47,373.262,183.037,0,190.22,12.25,0.303,Legume,Légumineuses,6.20617261960109,3,54000.0
1998,Lentilles secs,Rendement,433.5,433.5,1,FAOSTAT,515.627,13.907,66.708,3.363,16.002,152.604,266.169,96.854,0,169.32,11.94,0.188,Legume,Légumineuses,6.074195944705447,3,57300.0
1999,Lentilles secs,Rendement,306.4,306.4,1,FAOSTAT,325.307,13.627,58.197,3.204,17.028,26.026,228.865,70.416,0,158.45,13.32,0.216,Legume,Légumineuses,5.728149831104496,3,42300.0
2000,Lentilles secs,Rendement,64.7,64.7,1,FAOSTAT,336.416,13.86,59.818,3.264,16.264,130.652,78.007,127.757,0,-49.75,13.29,0.38,Legume,Légumineuses,4.185098925490565,3,41400.0
2001,Lentilles secs,Rendement,307.6,307.6,1,FAOSTAT,519.398,13.496,64.504,3.513,16.187,179.842,285.013,54.543,0,230.47,12.46,0.105,Legume,Légumineuses,5.73204593992906,3,41900.0
2002,Lentilles secs,Rendement,682.0,682.0,1,FAOSTAT,433.73,14.561,58.446,3.263,15.929,61.944,118.69,253.096,0,-134.41,12.92,0.584,Legume,Légumineuses,6.52649485957079,3,61100.0
2003,Lentilles secs,Rendement,620.3,620.3,1,FAOSTAT,603.976,13.893,65.783,3.363,15.792,236.378,234.989,132.609,0,102.38,12.11,0.22,Legume,Légumineuses,6.431814057069648,3,54200.0
2004,Lentilles secs,Rendement,624.8,624.8,1,FAOSTAT,638.763,13.048,68.36,3.341,15.183,221.588,200.032,217.143,0,-17.11,11.61,0.34,Legume,Légumineuses,6.439030831234781,3,52100.0
2005,Lentilles secs,Rendement,298.6,298.6,1,FAOSTAT,337.782,13.526,59.77,3.162,16.347,138.026,144.283,55.473,0,88.81,12.9,0.164,Legume,Légumineuses,5.702448251643064,3,49200.0
2006,Lentilles secs,Rendement,680.5,680.5,1,FAOSTAT,594.504,13.417,66.64,3.192,15.296,143.067,298.043,153.394,0,144.65,11.84,0.258,Legume,Légumineuses,6.524296251136588,3,50300.0
2007,Lentilles secs,Rendement,259.9,259.9,1,FAOSTAT,423.449,13.643,59.751,3.229,15.982,66.048,141.287,216.114,0,-74.83,12.7,0.51,Legume,Légumineuses,5.564137192142683,3,32700.0
2008,Lentilles secs,Rendement,266.5,266.5,1,FAOSTAT,419.967,13.729,60.846,3.26,16.358,148.506,178.424,93.037,0,85.39,12.68,0.222,Legume,Légumineuses,5.589119566336061,3,35200.0
2009,Lentilles secs,Rendement,668.9,668.9,1,FAOSTAT,869.877,12.098,72.673,3.667,15.39,306.845,427.798,135.234,0,292.56,10.93,0.155,Legume,Légumineuses,6.507128447514222,3,34700.0
2010,Lentilles secs,Rendement,701.7,701.7,1,FAOSTAT,872.099,14.436,67.335,3.729,15.383,58.318,556.298,257.483,0,298.82,11.39,0.295,Legume,Légumineuses,6.554930058198152,3,40500.0
2011,Lentilles secs,Rendement,783.7,783.7,1,FAOSTAT,800.839,13.619,66.841,3.482,15.457,262.678,253.622,284.539,0,-30.92,11.74,0.355,Legume,Légumineuses,6.6653014791334275,3,57980.0
2012,Lentilles secs,Rendement,449.0,449.0,1,FAOSTAT,517.242,12.876,62.016,3.211,16.704,272.757,84.937,159.548,0,-74.61,12.47,0.308,Legume,Légumineuses,6.1092475827643655,3,49110.0
2013,Lentilles secs,Rendement,806.3,806.3,1,FAOSTAT,839.315,12.897,69.529,3.631,15.659,333.912,229.905,275.498,0,-45.59,11.29,0.328,Legume,Légumineuses,6.69369534640097,3,53266.0
2014,Lentilles secs,Rendement,668.8,668.8,1,FAOSTAT,462.298,13.81,62.676,3.311,16.622,106.269,253.632,102.397,0,151.24,12.54,0.221,Legume,Légumineuses,6.506979160360104,3,45863.0
2015,Lentilles secs,Rendement,1099.1,1099.1,1,FAOSTAT,591.911,13.866,65.529,3.442,15.826,198.079,253.335,140.497,0,112.84,11.83,0.237,Legume,Légumineuses,7.00315636374539,3,45495.0
2016,Lentilles secs,Rendement,209.1,209.1,1,FAOSTAT,343.302,14.227,58.665,3.218,16.381,53.4,131.976,157.926,0,-25.95,12.81,0.46,Legume,Légumineuses,5.347583607850955,3,9581.0
2017,Lentilles secs,Rendement,657.4,657.4,1,FAOSTAT,475.92,14.405,61.909,3.326,16.413,142.198,271.621,62.101,0,209.52,12.63,0.13,Legume,Légumineuses,6.48981264936286,3,42838.0
2018,Lentilles secs,Rendement,797.5,797.5,1,FAOSTAT,714.179,13.035,62.216,3.511,15.719,67.29,244.734,402.155,0,-157.42,12.0,0.563,Legume,Légumineuses,6.682734967655067,3,39797.0
2019,Lentilles secs,Rendement,922.6,922.6,1,FAOSTAT,486.644,13.847,61.789,3.284,16.816,281.802,98.859,105.983,0,-7.12,12.66,0.218,Legume,Légumineuses,6.828279077480341,3,40207.0
2020,Lentilles secs,Rendement,223.0,223.0,1,FAOSTAT,487.252,14.627,60.785,3.28,16.313,119.306,93.218,274.728,0,-181.51,12.61,0.564,Legume,Légumineuses,5.4116460518550396,3,40560.0
2021,Lentilles secs,Rendement,998.0,998.0,1,FAOSTAT,480.995,14.44,63.453,3.321,15.994,50.425,309.971,120.599,0,189.37,12.27,0.251,Legume,Légumineuses,6.906754778648554,3,41687.0
2022,Lentilles secs,Rendement,262.5,262.5,1,FAOSTAT,314.406,14.764,57.067,3.38,16.388,51.874,68.882,193.65,0,-124.77,13.13,0.616,Legume,Légumineuses,5.574053367981417,3,38007.0
2023,Lentilles secs,Rendement,183.1,183.1,1,FAOSTAT,305.598,16.041,54.732,3.451,16.447,45.601,192.614,67.383,0,125.23,13.15,0.22,Legume,Légumineuses,5.215479088239032,3,27620.0
2024,Lentilles secs,Rendement,335.3,335.3,1,FAOSTAT,287.765,16.208,52.528,3.553,16.549,59.447,102.975,125.343,0,-22.37,13.59,0.436,Legume,Légumineuses,5.818003618746224,3,20605.0
1981,Maïs,Rendement,248.6,248.6,1,FAOSTAT,205.981,13.384,61.494,3.035,17.047,0.0,92.182,113.799,0,-21.62,12.49,0.552,Cereal,Céréales,5.519859636495273,0,362000.0
1982,Maïs,Rendement,617.2,617.2,1,FAOSTAT,647.565,14.784,62.737,3.027,17.047,18.689,332.823,296.053,0,36.77,11.3,0.457,Cereal,Céréales,6.426812029698016,0,400000.0
1983,Maïs,Rendement,594.2,594.2,1,FAOSTAT,395.312,13.757,61.974,3.013,17.047,95.695,217.791,81.826,0,135.96,11.62,0.207,Cereal,Céréales,6.388897483518882,0,434800.0
1984,Maïs,Rendement,688.1,688.1,1,FAOSTAT,425.692,14.114,62.875,3.155,17.047,92.369,100.851,232.472,0,-131.62,11.55,0.546,Cereal,Céréales,6.535386398363162,0,383600.0
1985,Maïs,Rendement,800.1,800.1,1,FAOSTAT,346.657,13.789,60.084,3.369,15.568,97.36,145.434,103.863,0,41.57,12.31,0.3,Cereal,Céréales,6.685985783221071,0,401200.0
1986,Maïs,Rendement,818.0,818.0,1,FAOSTAT,391.345,13.996,63.203,3.212,15.497,65.372,182.238,143.735,0,38.5,11.52,0.367,Cereal,Céréales,6.70808408385307,0,375000.0
1987,Maïs,Rendement,651.5,651.5,1,FAOSTAT,591.124,14.513,63.298,2.98,15.606,110.845,450.383,29.896,0,420.49,11.64,0.051,Cereal,Céréales,6.480811139196849,0,368400.0
1988,Maïs,Rendement,903.1,903.1,1,FAOSTAT,521.263,13.797,68.214,3.041,15.322,162.152,256.942,102.169,0,154.77,11.03,0.196,Cereal,Céréales,6.8069399737433205,0,396400.0
1989,Maïs,Rendement,993.4,993.4,1,FAOSTAT,492.975,13.772,63.128,3.154,15.569,126.641,131.398,234.936,0,-103.54,11.58,0.477,Cereal,Céréales,6.902139540196502,0,405500.0
1990,Maïs,Rendement,1159.8,1159.8,1,FAOSTAT,516.788,14.972,65.149,3.177,15.832,150.937,164.584,201.267,0,-36.68,11.49,0.389,Cereal,Céréales,7.056864701569978,0,375600.0
1991,Maïs,Rendement,870.0,870.0,1,FAOSTAT,593.22,13.17,67.257,3.09,15.551,82.515,261.366,249.339,0,12.03,10.93,0.42,Cereal,Céréales,6.769641976852503,0,385100.0
1992,Maïs,Rendement,475.3,475.3,1,FAOSTAT,356.195,13.955,59.976,3.129,16.174,60.695,81.402,214.098,0,-132.7,11.83,0.601,Cereal,Céréales,6.166047907806814,0,453600.0
1993,Maïs,Rendement,206.5,206.5,1,FAOSTAT,332.718,13.301,60.854,3.046,15.834,74.275,90.184,168.259,0,-78.07,11.98,0.506,Cereal,Céréales,5.335131339670753,0,447100.0
1994,Maïs,Rendement,626.1,626.1,1,FAOSTAT,470.114,13.29,66.88,3.118,15.767,181.641,229.678,58.795,0,170.88,11.44,0.125,Cereal,Céréales,6.441106017548975,0,323600.0
1995,Maïs,Rendement,130.3,130.3,1,FAOSTAT,288.495,15.043,58.93,2.94,16.503,78.409,54.257,155.829,0,-101.57,12.44,0.54,Cereal,Céréales,4.877484781308751,0,387400.0
1996,Maïs,Rendement,927.4,927.4,1,FAOSTAT,759.702,14.392,68.014,3.347,14.937,75.797,437.093,246.812,0,190.28,10.45,0.325,Cereal,Céréales,6.833462674400282,0,253500.0
1997,Maïs,Rendement,1098.4,1098.4,1,FAOSTAT,669.543,14.713,65.489,3.206,16.522,52.562,412.106,204.875,0,207.23,11.29,0.306,Cereal,Céréales,7.00251985542656,0,340900.0
1998,Maïs,Rendement,646.8,646.8,1,FAOSTAT,482.015,14.747,66.51,3.199,16.3,140.76,261.435,79.82,0,181.62,11.36,0.166,Cereal,Céréales,6.473582006737229,0,310000.0
1999,Maïs,Rendement,412.0,412.0,1,FAOSTAT,318.585,14.375,58.403,3.07,17.33,12.448,239.141,66.996,0,172.14,12.48,0.21,Cereal,Céréales,6.023447592961033,0,331000.0
2000,Maïs,Rendement,400.0,400.0,1,FAOSTAT,336.356,14.53,60.968,3.098,16.505,141.538,75.739,119.079,0,-43.34,12.37,0.354,Cereal,Céréales,5.993961427306569,0,237500.0
2001,Maïs,Rendement,210.7,210.7,1,FAOSTAT,467.292,14.24,64.032,3.277,16.69,152.8,264.339,50.153,0,214.19,11.89,0.107,Cereal,Céréales,5.35517017814082,0,254200.0
2002,Maïs,Rendement,749.4,749.4,1,FAOSTAT,420.682,15.295,59.364,3.153,16.226,35.558,134.178,250.946,0,-116.77,12.01,0.597,Cereal,Céréales,6.620606397692015,0,265400.0
2003,Maïs,Rendement,561.7,561.7,1,FAOSTAT,557.488,14.693,65.691,3.201,16.244,246.93,186.397,124.161,0,62.24,11.42,0.223,Cereal,Céréales,6.332746626439233,0,246700.0
2004,Maïs,Rendement,915.2,915.2,1,FAOSTAT,561.087,13.816,67.576,3.197,15.478,201.298,176.552,183.237,0,-6.69,10.96,0.327,Cereal,Céréales,6.820234681452642,0,244900.0
2005,Maïs,Rendement,203.6,203.6,1,FAOSTAT,321.682,14.272,59.82,3.028,16.643,137.082,142.687,41.913,0,100.77,12.09,0.13,Cereal,Céréales,5.321056853517526,0,246200.0
2006,Maïs,Rendement,1219.8,1219.8,1,FAOSTAT,595.286,13.991,67.088,3.052,15.669,137.473,330.657,127.156,0,203.5,11.04,0.214,Cereal,Céréales,7.107261660530193,0,243800.0
2007,Maïs,Rendement,415.5,415.5,1,FAOSTAT,374.411,14.349,59.753,3.017,16.425,73.678,124.317,176.416,0,-52.1,11.99,0.471,Cereal,Céréales,6.031886461606898,0,228300.0
2008,Maïs,Rendement,551.5,551.5,1,FAOSTAT,392.849,14.575,60.582,3.106,16.802,133.3,184.478,75.071,0,109.41,11.92,0.191,Cereal,Céréales,6.314453433391908,0,219300.0
2009,Maïs,Rendement,915.1,915.1,1,FAOSTAT,778.865,12.822,72.213,3.249,15.771,275.323,380.956,122.586,0,258.37,10.32,0.157,Cereal,Céréales,6.820125529021163,0,223500.0
2010,Maïs,Rendement,1213.2,1213.2,1,FAOSTAT,828.961,15.164,67.667,3.507,15.664,52.818,566.248,209.895,0,356.35,10.68,0.253,Cereal,Céréales,7.101840702696333,0,230100.0
2011,Maïs,Rendement,1153.3,1153.3,1,FAOSTAT,811.245,14.331,67.551,3.284,15.807,277.14,242.498,291.607,0,-49.11,10.94,0.359,Cereal,Céréales,7.0512493786208665,0,191880.0
2012,Maïs,Rendement,764.8,764.8,1,FAOSTAT,476.194,13.684,61.754,3.031,17.054,263.141,68.123,144.93,0,-76.81,11.76,0.304,Cereal,Céréales,6.640921039043194,0,117960.0
2013,Maïs,Rendement,663.2,663.2,1,FAOSTAT,743.071,13.637,69.101,3.329,16.137,308.042,173.093,261.936,0,-88.84,10.73,0.353,Cereal,Céréales,6.498583308942647,0,178126.0
2014,Maïs,Rendement,708.5,708.5,1,FAOSTAT,405.51,14.602,62.454,3.095,16.895,92.827,213.0,99.683,0,113.32,11.92,0.246,Cereal,Céréales,6.564560496600097,0,137447.0
2015,Maïs,Rendement,754.4,754.4,1,FAOSTAT,562.159,14.464,66.965,3.124,16.233,228.855,209.319,123.985,0,85.33,11.01,0.221,Cereal,Céréales,6.627247410278357,0,125967.0
2016,Maïs,Rendement,927.5,927.5,1,FAOSTAT,308.222,14.861,59.083,3.012,16.693,49.174,115.06,143.988,0,-28.93,12.02,0.467,Cereal,Céréales,6.833570380792761,0,138825.0
2017,Maïs,Rendement,936.2,936.2,1,FAOSTAT,445.708,15.031,62.625,3.074,16.579,145.26,245.677,54.771,0,190.91,11.8,0.123,Cereal,Céréales,6.842896706633641,0,130742.0
2018,Maïs,Rendement,799.0,799.0,1,FAOSTAT,652.681,13.749,62.568,3.235,15.999,59.526,248.318,344.837,0,-96.52,11.28,0.528,Cereal,Céréales,6.684611727667927,0,148178.0
2019,Maïs,Rendement,639.7,639.7,1,FAOSTAT,444.564,14.601,62.513,3.008,17.088,264.866,75.419,104.279,0,-28.86,11.86,0.235,Cereal,Céréales,6.462561328644976,0,63292.0
2020,Maïs,Rendement,420.4,420.4,1,FAOSTAT,445.11,15.225,61.179,3.026,16.705,91.158,95.842,258.11,0,-162.27,11.87,0.58,Cereal,Céréales,6.043582501370088,0,71087.0
2021,Maïs,Rendement,530.6,530.6,1,FAOSTAT,541.965,14.874,65.643,3.037,16.355,60.775,303.359,177.831,0,125.53,11.34,0.328,Cereal,Céréales,6.275891326839091,0,91658.0
2022,Maïs,Rendement,311.3,311.3,1,FAOSTAT,304.932,15.358,58.769,3.072,16.794,50.71,67.264,186.958,0,-119.69,12.3,0.613,Cereal,Céréales,5.7439642642890325,0,114959.0
2023,Maïs,Rendement,129.5,129.5,1,FAOSTAT,293.704,16.623,56.774,3.117,16.763,34.983,195.772,62.949,0,132.82,12.33,0.214,Cereal,Céréales,4.871373226762748,0,83685.0
2024,Maïs,Rendement,722.4,722.4,1,FAOSTAT,287.615,16.71,54.058,3.243,16.838,58.219,105.203,124.193,0,-18.99,12.71,0.432,Cereal,Céréales,6.5839623195179975,0,101364.0
1981,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,12766.0,12766.0,1,FAOSTAT,115.628,14.833,52.164,3.086,18.627,0.0,63.01,52.618,1,10.39,13.6,0.455,Vegetable,Légumes,9.45461899582035,5,9400.0
1982,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,12422.4,12422.4,1,FAOSTAT,475.726,15.828,55.857,2.996,18.627,18.333,236.141,221.252,0,14.89,12.37,0.465,Vegetable,Légumes,9.427337070037106,5,16100.0
1983,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,11796.9,11796.9,1,FAOSTAT,191.076,15.224,51.292,2.95,18.627,44.152,106.415,40.508,1,65.91,12.92,0.212,Vegetable,Légumes,9.375676828514216,5,12800.0
1984,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,10727.8,10727.8,1,FAOSTAT,222.928,15.304,54.356,3.104,18.627,60.471,42.463,119.993,0,-77.53,12.71,0.538,Vegetable,Légumes,9.28068699339673,5,20900.0
1985,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,14436.4,14436.4,1,FAOSTAT,292.761,14.744,55.886,3.256,16.552,86.571,157.855,48.335,0,109.52,12.92,0.165,Vegetable,Légumes,9.577577340833235,5,14300.0
1986,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,20393.8,20393.8,1,FAOSTAT,219.429,15.248,55.127,3.123,16.714,33.793,101.128,84.508,0,16.62,12.78,0.385,Vegetable,Légumes,9.923035245378497,5,16000.0
1987,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,16254.6,16254.6,1,FAOSTAT,358.541,15.779,55.106,2.946,16.462,63.26,275.946,19.336,0,256.61,12.71,0.054,Vegetable,Légumes,9.696192743776257,5,16300.0
1988,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,14251.2,14251.2,1,FAOSTAT,429.072,14.96,62.352,3.08,16.535,104.452,247.931,76.69,0,171.24,12.18,0.179,Vegetable,Légumes,9.564666559745422,5,21100.0
1989,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,19155.9,19155.9,1,FAOSTAT,370.559,14.712,58.746,3.208,16.592,153.394,95.089,122.076,0,-26.99,12.26,0.329,Vegetable,Légumes,9.860418243027464,5,16200.0
1990,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,18591.9,18591.9,1,FAOSTAT,351.246,16.032,58.31,3.201,16.697,112.962,113.799,124.486,0,-10.69,12.38,0.354,Vegetable,Légumes,9.830535066397395,5,17529.0
1991,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,20733.8,20733.8,1,FAOSTAT,394.07,14.376,60.65,3.127,16.912,25.715,215.177,153.178,0,62.0,12.18,0.389,Vegetable,Légumes,9.939568727107076,5,19911.0
1992,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,19496.3,19496.3,1,FAOSTAT,218.944,15.19,53.591,3.247,17.134,40.255,75.189,103.5,0,-28.31,12.62,0.473,Vegetable,Légumes,9.878031273426693,5,18016.0
1993,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,17532.3,17532.3,1,FAOSTAT,199.736,14.399,54.824,3.133,17.034,32.793,92.09,74.854,1,17.24,12.77,0.375,Vegetable,Légumes,9.7718572089152,5,18600.0
1994,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,19536.5,19536.5,1,FAOSTAT,326.034,14.336,61.432,3.037,16.991,149.196,123.667,53.172,0,70.5,12.27,0.163,Vegetable,Légumes,9.880090974729733,5,18770.0
1995,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,21932.1,21932.1,1,FAOSTAT,264.619,16.246,52.972,2.974,17.455,64.287,47.026,153.306,0,-106.28,13.16,0.579,Vegetable,Légumes,9.995752190290839,5,18509.0
1996,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,19151.7,19151.7,1,FAOSTAT,508.689,15.428,63.202,3.224,16.121,45.277,326.784,136.628,0,190.16,11.32,0.269,Vegetable,Légumes,9.860198976837433,5,24520.0
1997,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,19950.6,19950.6,1,FAOSTAT,452.115,15.853,59.356,3.08,17.771,59.248,242.232,150.635,0,91.6,11.97,0.333,Vegetable,Légumes,9.901064619603375,5,28350.0
1998,Oignons et échalotes  séchés (à l’exclusion des formes déshydratées),Rendement,21494.3,21494.3,1,FAOSTAT,275.671,16.105,57.755,3.297,17.8,61.601,171.894,42.176,0,129.72,12.6,0.153,Vegetable,Légumes,9.975589585567112,5,26300.0
